24/11/2021 7:32:51 PM|Quizzame|ROUND 1|Domanda 1| ID:17158  |Corretta:C  |Keypad:3 |Nome:Bothan Spies  |Tasto:C  |Secondi:1.36  |P.ti Domanda:909  |P.ti Totali:909
1/12/2021 8:29:21 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 3| ID:17811  |Corretta:ABDCE  |Keypad:4 |Nome:Captain Mat  |Tasti:ABDCE  |Secondi:24.89  |P.ti Domanda:13  |P.ti Totali:875
1/12/2021 8:29:21 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 3| ID:17811  |Corretta:ABDCE  |Keypad:5 |Nome:Zero for One  |Tasti:ABDCE  |Secondi:21.74  |P.ti Domanda:391  |P.ti Totali:1201
1/12/2021 8:29:21 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 3 |ID:17811  |Corretta:ABDCE  |Keypad:6 |Nome:ETC  |Tasti:A  |Secondi:24.1  |P.ti Domanda:-27  |P.ti Totali:927
1/12/2021 8:29:21 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 3| ID:17811  |Corretta:ABDCE  |Keypad:7 |Nome:GHS  |Tasti:ABDCE  |Secondi:11.96  |P.ti Domanda:1565  |P.ti Totali:3301
1/12/2021 8:29:21 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 3| ID:17811  |Corretta:ABDCE  |Keypad:12 |Nome:It'sMyBirthday!  |Tasti:ABDCE  |Secondi:17.35  |P.ti Domanda:918  |P.ti Totali:669
1/12/2021 8:29:21 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 3 |ID:17811  |Corretta:ABDCE  |Keypad:15 |Nome:Ale  |Tasti:ACBDE  |Secondi:20.79  |P.ti Domanda:-50.6  |P.ti Totali:869
1/12/2021 8:29:21 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 3 |ID:17811  |Corretta:ABDCE  |Keypad:16 |Nome:Thirsty Camels  |Tasti:ABEDC  |Secondi:14.25  |P.ti Domanda:-129  |P.ti Totali:853
1/12/2021 8:29:21 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 3 |ID:17811  |Corretta:ABDCE  |Keypad:17 |Nome:Bridgeway Boys  |Tasti:BACDE  |Secondi:19.61  |P.ti Domanda:-32.3  |P.ti Totali:832
1/12/2021 8:29:51 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 4 |ID:9720  |Corretta:C  |Keypad:15 |Nome:Ale  |Tasto:A  |Secondi:4.88  |P.ti Domanda:-33.9  |P.ti Totali:818
1/12/2021 8:29:54 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 4 |ID:9720  |Corretta:C  |Keypad:16 |Nome:Thirsty Camels  |Tasto:B  |Secondi:8  |P.ti Domanda:-23.6  |P.ti Totali:724
1/12/2021 8:29:56 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 4 |ID:9720  |Corretta:C  |Keypad:5 |Nome:Zero for One  |Tasto:A  |Secondi:9.75  |P.ti Domanda:-89  |P.ti Totali:1201
1/12/2021 8:29:56 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 4 |ID:9720  |Corretta:C  |Keypad:10 |Nome:Menace to Sobriety  |Tasto:A  |Secondi:9.99  |P.ti Domanda:-34  |P.ti Totali:883
1/12/2021 8:29:58 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 4 |ID:9720  |Corretta:C  |Keypad:17 |Nome:Bridgeway Boys  |Tasto:D  |Secondi:11.67  |P.ti Domanda:-11.5  |P.ti Totali:800
1/12/2021 8:29:59 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 4 |ID:9720  |Corretta:C  |Keypad:3 |Nome:Deadly Treadlies  |Tasto:E  |Secondi:12.72  |P.ti Domanda:-16  |P.ti Totali:829
1/12/2021 8:30:01 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 4 |ID:9720  |Corretta:C  |Keypad:12 |Nome:It'sMyBirthday!  |Tasto:B  |Secondi:15.16  |P.ti Domanda:0  |P.ti Totali:669
1/12/2021 8:30:43 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 5| ID:9117  |Corretta:C  |Keypad:6 |Nome:ETC  |Tasto:C  |Secondi:1.28  |P.ti Domanda:2743  |P.ti Totali:3643
1/12/2021 8:30:44 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 5| ID:9117  |Corretta:C  |Keypad:5 |Nome:Zero for One  |Tasto:C  |Secondi:1.41  |P.ti Domanda:2717  |P.ti Totali:3829
1/12/2021 8:30:44 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 5| ID:9117  |Corretta:C  |Keypad:16 |Nome:Thirsty Camels  |Tasto:C  |Secondi:1.57  |P.ti Domanda:2684  |P.ti Totali:3384
1/12/2021 8:30:44 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 5| ID:9117  |Corretta:C  |Keypad:4 |Nome:Captain Mat  |Tasto:C  |Secondi:1.81  |P.ti Domanda:2636  |P.ti Totali:3511
1/12/2021 8:30:44 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 5| ID:9117  |Corretta:C  |Keypad:3 |Nome:Deadly Treadlies  |Tasto:C  |Secondi:1.77  |P.ti Domanda:2644  |P.ti Totali:3457
1/12/2021 8:30:44 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 5| ID:9117  |Corretta:C  |Keypad:17 |Nome:Bridgeway Boys  |Tasto:C  |Secondi:2.19  |P.ti Domanda:2560  |P.ti Totali:3348
1/12/2021 8:30:44 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 5| ID:9117  |Corretta:C  |Keypad:7 |Nome:GHS  |Tasto:C  |Secondi:2.23  |P.ti Domanda:2552  |P.ti Totali:5853
1/12/2021 8:30:46 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 5| ID:9117  |Corretta:C  |Keypad:12 |Nome:It'sMyBirthday!  |Tasto:C  |Secondi:3.7  |P.ti Domanda:2256  |P.ti Totali:2925
1/12/2021 8:30:46 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 5 |ID:9117  |Corretta:C  |Keypad:15 |Nome:Ale  |Tasto:A  |Secondi:3.87  |P.ti Domanda:-111.7  |P.ti Totali:784
1/12/2021 8:30:57 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 5 |ID:9117  |Corretta:C  |Keypad:10 |Nome:Menace to Sobriety  |Tasto:C  |Secondi:15.2  |P.ti Domanda:0  |P.ti Totali:849
1/12/2021 8:31:59 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 6| ID:10793  |Corretta:A  |Keypad:5 |Nome:Zero for One  |Tasto:A  |Secondi:0.93  |P.ti Domanda:2813  |P.ti Totali:6642
1/12/2021 8:31:59 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 6| ID:10793  |Corretta:A  |Keypad:12 |Nome:It'sMyBirthday!  |Tasto:A  |Secondi:0.88  |P.ti Domanda:2823  |P.ti Totali:5748
1/12/2021 8:31:59 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 6| ID:10793  |Corretta:A  |Keypad:6 |Nome:ETC  |Tasto:A  |Secondi:0.99  |P.ti Domanda:2801  |P.ti Totali:6444
1/12/2021 8:32:00 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 6| ID:10793  |Corretta:A  |Keypad:3 |Nome:Deadly Treadlies  |Tasto:A  |Secondi:2.09  |P.ti Domanda:2580  |P.ti Totali:6037
1/12/2021 8:32:00 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 6| ID:10793  |Corretta:A  |Keypad:7 |Nome:GHS  |Tasto:A  |Secondi:2.07  |P.ti Domanda:2584  |P.ti Totali:8437
1/12/2021 8:32:01 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 6 |ID:10793  |Corretta:A  |Keypad:4 |Nome:Captain Mat  |Tasto:D  |Secondi:3.45  |P.ti Domanda:-231.6  |P.ti Totali:3511
1/12/2021 8:32:02 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 6| ID:10793  |Corretta:A  |Keypad:17 |Nome:Bridgeway Boys  |Tasto:A  |Secondi:4.21  |P.ti Domanda:2154  |P.ti Totali:5502
1/12/2021 8:32:03 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 6 |ID:10793  |Corretta:A  |Keypad:15 |Nome:Ale  |Tasto:D  |Secondi:4.66  |P.ti Domanda:-10.39  |P.ti Totali:672
1/12/2021 8:32:05 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 6 |ID:10793  |Corretta:A  |Keypad:10 |Nome:Menace to Sobriety  |Tasto:D  |Secondi:7.18  |P.ti Domanda:-78.9  |P.ti Totali:849
1/12/2021 8:32:06 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 6| ID:10793  |Corretta:A  |Keypad:16 |Nome:Thirsty Camels  |Tasto:A  |Secondi:8.01  |P.ti Domanda:1390  |P.ti Totali:4774
1/12/2021 8:33:11 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 7| ID:12160  |Corretta:C  |Keypad:6 |Nome:ETC  |Tasto:C  |Secondi:3.19  |P.ti Domanda:786  |P.ti Totali:7230
1/12/2021 8:33:11 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 7| ID:12160  |Corretta:C  |Keypad:15 |Nome:Ale  |Tasto:C  |Secondi:3.13  |P.ti Domanda:790  |P.ti Totali:1452
1/12/2021 8:33:12 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 7 |ID:12160  |Corretta:C  |Keypad:10 |Nome:Menace to Sobriety  |Tasto:D  |Secondi:4.81  |P.ti Domanda:-34.1  |P.ti Totali:770
1/12/2021 8:33:13 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 7 |ID:12160  |Corretta:C  |Keypad:17 |Nome:Bridgeway Boys  |Tasto:B  |Secondi:5.6  |P.ti Domanda:-63  |P.ti Totali:5502
1/12/2021 8:33:14 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 7| ID:12160  |Corretta:C  |Keypad:7 |Nome:GHS  |Tasto:C  |Secondi:6.12  |P.ti Domanda:590  |P.ti Totali:9027
1/12/2021 8:33:16 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 7| ID:12160  |Corretta:C  |Keypad:12 |Nome:It'sMyBirthday!  |Tasto:C  |Secondi:7.94  |P.ti Domanda:468  |P.ti Totali:6216
1/12/2021 8:33:16 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 7| ID:12160  |Corretta:C  |Keypad:16 |Nome:Thirsty Camels  |Tasto:C  |Secondi:8.47  |P.ti Domanda:433  |P.ti Totali:5207
1/12/2021 8:33:21 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 7 |ID:12160  |Corretta:C  |Keypad:3 |Nome:Deadly Treadlies  |Tasto:B  |Secondi:13.59  |P.ti Domanda:-10.4  |P.ti Totali:6037
1/12/2021 8:34:19 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 8| ID:4425  |Corretta:D  |Keypad:16 |Nome:Thirsty Camels  |Tasto:D  |Secondi:2.94  |P.ti Domanda:2409  |P.ti Totali:7616
1/12/2021 8:34:22 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 8| ID:4425  |Corretta:D  |Keypad:3 |Nome:Deadly Treadlies  |Tasto:D  |Secondi:5.21  |P.ti Domanda:1953  |P.ti Totali:7980
1/12/2021 8:34:25 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 8| ID:4425  |Corretta:D  |Keypad:15 |Nome:Ale  |Tasto:D  |Secondi:8.11  |P.ti Domanda:1370  |P.ti Totali:2822
1/12/2021 8:34:26 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 8 |ID:4425  |Corretta:D  |Keypad:7 |Nome:GHS  |Tasto:C  |Secondi:8.94  |P.ti Domanda:-615  |P.ti Totali:9027
1/12/2021 8:34:29 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 8 |ID:4425  |Corretta:D  |Keypad:17 |Nome:Bridgeway Boys  |Tasto:B  |Secondi:12.05  |P.ti Domanda:-61.4  |P.ti Totali:5439
1/12/2021 8:34:31 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 8| ID:4425  |Corretta:D  |Keypad:12 |Nome:It'sMyBirthday!  |Tasto:D  |Secondi:14.63  |P.ti Domanda:59  |P.ti Totali:6275
1/12/2021 8:34:31 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 8 |ID:4425  |Corretta:D  |Keypad:5 |Nome:Zero for One  |Tasto:E  |Secondi:14.41  |P.ti Domanda:-36.5  |P.ti Totali:6642
1/12/2021 8:35:13 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 9| ID:15171  |Corretta:E  |Keypad:6 |Nome:ETC  |Tasto:E  |Secondi:1.84  |P.ti Domanda:877  |P.ti Totali:8107
1/12/2021 8:35:14 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 9 |ID:15171  |Corretta:E  |Keypad:5 |Nome:Zero for One  |Tasto:D  |Secondi:2.37  |P.ti Domanda:-84.4  |P.ti Totali:6606
1/12/2021 8:35:14 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 9| ID:15171  |Corretta:E  |Keypad:15 |Nome:Ale  |Tasto:E  |Secondi:2.76  |P.ti Domanda:815  |P.ti Totali:3637
1/12/2021 8:35:14 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 9 |ID:15171  |Corretta:E  |Keypad:10 |Nome:Menace to Sobriety  |Tasto:D  |Secondi:2.78  |P.ti Domanda:-4.08  |P.ti Totali:736
1/12/2021 8:35:17 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 9 |ID:15171  |Corretta:E  |Keypad:17 |Nome:Bridgeway Boys  |Tasto:D  |Secondi:5.73  |P.ti Domanda:-31.1  |P.ti Totali:5378
1/12/2021 8:35:20 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 9| ID:15171  |Corretta:E  |Keypad:7 |Nome:GHS  |Tasto:E  |Secondi:7.99  |P.ti Domanda:465  |P.ti Totali:8877
1/12/2021 8:35:21 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 9 |ID:15171  |Corretta:E  |Keypad:3 |Nome:Deadly Treadlies  |Tasto:D  |Secondi:9.7  |P.ti Domanda:-90  |P.ti Totali:7980
1/12/2021 8:35:24 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 9| ID:15171  |Corretta:E  |Keypad:4 |Nome:Captain Mat  |Tasto:E  |Secondi:12.82  |P.ti Domanda:141  |P.ti Totali:3420
1/12/2021 8:35:28 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 9 |ID:15171  |Corretta:E  |Keypad:16 |Nome:Thirsty Camels  |Tasto:A  |Secondi:16.15  |P.ti Domanda:0  |P.ti Totali:7616
1/12/2021 8:36:12 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 10 |ID:11876  |Corretta:C  |Keypad:15 |Nome:Ale  |Tasto:E  |Secondi:3.31  |P.ti Domanda:-117.2  |P.ti Totali:3637
1/12/2021 8:36:13 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 10| ID:11876  |Corretta:C  |Keypad:6 |Nome:ETC  |Tasto:C  |Secondi:4.16  |P.ti Domanda:2164  |P.ti Totali:10271
1/12/2021 8:36:16 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 10 |ID:11876  |Corretta:C  |Keypad:16 |Nome:Thirsty Camels  |Tasto:D  |Secondi:6.98  |P.ti Domanda:-161.8  |P.ti Totali:7616
1/12/2021 8:36:16 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 10 |ID:11876  |Corretta:C  |Keypad:17 |Nome:Bridgeway Boys  |Tasto:D  |Secondi:7.22  |P.ti Domanda:-78.5  |P.ti Totali:5347
1/12/2021 8:36:19 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 10 |ID:11876  |Corretta:C  |Keypad:3 |Nome:Deadly Treadlies  |Tasto:B  |Secondi:9.98  |P.ti Domanda:-256  |P.ti Totali:7890
1/12/2021 8:36:22 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 10 |ID:11876  |Corretta:C  |Keypad:12 |Nome:It'sMyBirthday!  |Tasto:D  |Secondi:12.62  |P.ti Domanda:-50.2  |P.ti Totali:6275
1/12/2021 8:36:23 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 10| ID:11876  |Corretta:C  |Keypad:5 |Nome:Zero for One  |Tasto:C  |Secondi:13.85  |P.ti Domanda:216  |P.ti Totali:6738
1/12/2021 8:36:24 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 10 |ID:11876  |Corretta:C  |Keypad:10 |Nome:Menace to Sobriety  |Tasto:D  |Secondi:15.55  |P.ti Domanda:0  |P.ti Totali:732
1/12/2021 8:37:04 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 11| ID:5425  |Corretta:B  |Keypad:15 |Nome:Ale  |Tasto:B  |Secondi:1.12  |P.ti Domanda:888  |P.ti Totali:4408
1/12/2021 8:37:04 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 11 |ID:5425  |Corretta:B  |Keypad:5 |Nome:Zero for One  |Tasto:A  |Secondi:0.93  |P.ti Domanda:-90.6  |P.ti Totali:6738
1/12/2021 8:37:05 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 11| ID:5425  |Corretta:B  |Keypad:6 |Nome:ETC  |Tasto:B  |Secondi:1.46  |P.ti Domanda:854  |P.ti Totali:11125
1/12/2021 8:37:06 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 11| ID:5425  |Corretta:B  |Keypad:12 |Nome:It'sMyBirthday!  |Tasto:B  |Secondi:2.15  |P.ti Domanda:785  |P.ti Totali:7010
1/12/2021 8:37:06 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 11| ID:5425  |Corretta:B  |Keypad:10 |Nome:Menace to Sobriety  |Tasto:B  |Secondi:2.48  |P.ti Domanda:752  |P.ti Totali:1484
1/12/2021 8:37:06 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 11| ID:5425  |Corretta:B  |Keypad:4 |Nome:Captain Mat  |Tasto:B  |Secondi:1.85  |P.ti Domanda:815  |P.ti Totali:4235
1/12/2021 8:37:07 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 11| ID:5425  |Corretta:B  |Keypad:3 |Nome:Deadly Treadlies  |Tasto:B  |Secondi:3.1  |P.ti Domanda:690  |P.ti Totali:8324
1/12/2021 8:37:08 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 11| ID:5425  |Corretta:B  |Keypad:7 |Nome:GHS  |Tasto:B  |Secondi:4.27  |P.ti Domanda:573  |P.ti Totali:9450
1/12/2021 8:37:08 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 11| ID:5425  |Corretta:B  |Keypad:16 |Nome:Thirsty Camels  |Tasto:B  |Secondi:4.19  |P.ti Domanda:581  |P.ti Totali:8035
1/12/2021 8:37:09 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 11 |ID:5425  |Corretta:B  |Keypad:17 |Nome:Bridgeway Boys  |Tasto:A  |Secondi:5.81  |P.ti Domanda:-21  |P.ti Totali:5268
1/12/2021 8:37:54 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 12| ID:6870  |Corretta:E  |Keypad:4 |Nome:Captain Mat  |Tasto:E  |Secondi:1.67  |P.ti Domanda:888  |P.ti Totali:5123
1/12/2021 8:37:54 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 12| ID:6870  |Corretta:E  |Keypad:16 |Nome:Thirsty Camels  |Tasto:E  |Secondi:2.18  |P.ti Domanda:854  |P.ti Totali:8889
1/12/2021 8:37:54 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 12 |ID:6870  |Corretta:E  |Keypad:5 |Nome:Zero for One  |Tasto:D  |Secondi:2  |P.ti Domanda:-86.8  |P.ti Totali:6647
1/12/2021 8:37:54 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 12| ID:6870  |Corretta:E  |Keypad:17 |Nome:Bridgeway Boys  |Tasto:E  |Secondi:2.02  |P.ti Domanda:865  |P.ti Totali:6112
1/12/2021 8:37:54 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 12| ID:6870  |Corretta:E  |Keypad:12 |Nome:It'sMyBirthday!  |Tasto:E  |Secondi:2.13  |P.ti Domanda:857  |P.ti Totali:7867
1/12/2021 8:37:55 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 12| ID:6870  |Corretta:E  |Keypad:3 |Nome:Deadly Treadlies  |Tasto:E  |Secondi:2.44  |P.ti Domanda:837  |P.ti Totali:9161
1/12/2021 8:37:55 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 12| ID:6870  |Corretta:E  |Keypad:6 |Nome:ETC  |Tasto:E  |Secondi:2.84  |P.ti Domanda:810  |P.ti Totali:11935
1/12/2021 8:37:55 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 12| ID:6870  |Corretta:E  |Keypad:7 |Nome:GHS  |Tasto:E  |Secondi:2.71  |P.ti Domanda:818  |P.ti Totali:10268
1/12/2021 8:37:56 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 12 |ID:6870  |Corretta:E  |Keypad:15 |Nome:Ale  |Tasto:D  |Secondi:3.26  |P.ti Domanda:-39.2  |P.ti Totali:4408
1/12/2021 8:37:56 PM|Quizzame|ROUND 3A - NO colour sequence|Domanda 12 |ID:6870  |Corretta:E  |Keypad:10 |Nome:Menace to Sobriety  |Tasto:A  |Secondi:3.72  |P.ti Domanda:-3.77  |P.ti Totali:1484
1/12/2021 8:45:44 PM|Quizzame|ROUND 4|Domanda 1| ID:5068  |Corretta:B  |Keypad:6 |Nome:ETC  |Tasto:B  |Secondi:2.22  |P.ti Domanda:2554  |P.ti Totali:36256
1/12/2021 8:45:44 PM|Quizzame|ROUND 4|Domanda 1| ID:5068  |Corretta:B  |Keypad:12 |Nome:It'sMyBirthday!  |Tasto:B  |Secondi:2.44  |P.ti Domanda:2510  |P.ti Totali:28833
1/12/2021 8:45:45 PM|Quizzame|ROUND 4|Domanda 1| ID:5068  |Corretta:B  |Keypad:7 |Nome:GHS  |Tasto:B  |Secondi:3.16  |P.ti Domanda:2365  |P.ti Totali:33671
1/12/2021 8:45:45 PM|Quizzame|ROUND 4|Domanda 1| ID:5068  |Corretta:B  |Keypad:10 |Nome:Menace to Sobriety  |Tasto:B  |Secondi:3.22  |P.ti Domanda:2353  |P.ti Totali:18679
1/12/2021 8:45:47 PM|Quizzame|ROUND 4|Domanda 1| ID:5068  |Corretta:B  |Keypad:4 |Nome:Captain Mat  |Tasto:B  |Secondi:4.91  |P.ti Domanda:2013  |P.ti Totali:26460
1/12/2021 8:45:47 PM|Quizzame|ROUND 4|Domanda 1| ID:5068  |Corretta:B  |Keypad:16 |Nome:Thirsty Camels  |Tasto:B  |Secondi:5.32  |P.ti Domanda:1931  |P.ti Totali:26108
1/12/2021 8:45:47 PM|Quizzame|ROUND 4|Domanda 1| ID:5068  |Corretta:B  |Keypad:5 |Nome:Zero for One  |Tasto:B  |Secondi:5.18  |P.ti Domanda:1959  |P.ti Totali:22074
1/12/2021 8:45:52 PM|Quizzame|ROUND 4|Domanda 1 |ID:5068  |Corretta:B  |Keypad:17 |Nome:Bridgeway Boys  |Tasto:A  |Secondi:9.62  |P.ti Domanda:-548  |P.ti Totali:25052
1/12/2021 8:45:52 PM|Quizzame|ROUND 4|Domanda 1| ID:5068  |Corretta:B  |Keypad:3 |Nome:Deadly Treadlies  |Tasto:B  |Secondi:10.08  |P.ti Domanda:974  |P.ti Totali:28198
1/12/2021 8:46:36 PM|Quizzame|ROUND 4|Domanda 2| ID:2087  |Corretta:D  |Keypad:16 |Nome:Thirsty Camels  |Tasto:D  |Secondi:0.87  |P.ti Domanda:942  |P.ti Totali:27050
1/12/2021 8:46:36 PM|Quizzame|ROUND 4|Domanda 2| ID:2087  |Corretta:D  |Keypad:5 |Nome:Zero for One  |Tasto:D  |Secondi:1.04  |P.ti Domanda:930  |P.ti Totali:23004
1/12/2021 8:46:36 PM|Quizzame|ROUND 4|Domanda 2| ID:2087  |Corretta:D  |Keypad:6 |Nome:ETC  |Tasto:D  |Secondi:1.48  |P.ti Domanda:901  |P.ti Totali:37157
1/12/2021 8:46:36 PM|Quizzame|ROUND 4|Domanda 2| ID:2087  |Corretta:D  |Keypad:10 |Nome:Menace to Sobriety  |Tasto:D  |Secondi:1.48  |P.ti Domanda:901  |P.ti Totali:19580
1/12/2021 8:46:37 PM|Quizzame|ROUND 4|Domanda 2| ID:2087  |Corretta:D  |Keypad:12 |Nome:It'sMyBirthday!  |Tasto:D  |Secondi:1.76  |P.ti Domanda:882  |P.ti Totali:29715
1/12/2021 8:46:37 PM|Quizzame|ROUND 4|Domanda 2| ID:2087  |Corretta:D  |Keypad:4 |Nome:Captain Mat  |Tasto:D  |Secondi:1.78  |P.ti Domanda:881  |P.ti Totali:27341
1/12/2021 8:46:37 PM|Quizzame|ROUND 4|Domanda 2| ID:2087  |Corretta:D  |Keypad:7 |Nome:GHS  |Tasto:D  |Secondi:2.13  |P.ti Domanda:857  |P.ti Totali:34528
1/12/2021 8:46:37 PM|Quizzame|ROUND 4|Domanda 2| ID:2087  |Corretta:D  |Keypad:3 |Nome:Deadly Treadlies  |Tasto:D  |Secondi:2.17  |P.ti Domanda:855  |P.ti Totali:29053
1/12/2021 8:47:42 PM|Quizzame|ROUND 4|Domanda 3 |ID:12347  |Corretta:E  |Keypad:17 |Nome:Bridgeway Boys  |Tasto:C  |Secondi:2.22  |P.ti Domanda:-128  |P.ti Totali:24504
1/12/2021 8:47:42 PM|Quizzame|ROUND 4|Domanda 3 |ID:12347  |Corretta:E  |Keypad:10 |Nome:Menace to Sobriety  |Tasto:C  |Secondi:2.56  |P.ti Domanda:-124.7  |P.ti Totali:19580
1/12/2021 8:47:43 PM|Quizzame|ROUND 4|Domanda 3 |ID:12347  |Corretta:E  |Keypad:12 |Nome:It'sMyBirthday!  |Tasto:C  |Secondi:3.54  |P.ti Domanda:-575  |P.ti Totali:29715
1/12/2021 8:47:50 PM|Quizzame|ROUND 4|Domanda 3 |ID:12347  |Corretta:E  |Keypad:16 |Nome:Thirsty Camels  |Tasto:C  |Secondi:10.08  |P.ti Domanda:-100.4  |P.ti Totali:27050
1/12/2021 8:47:52 PM|Quizzame|ROUND 4|Domanda 3 |ID:12347  |Corretta:E  |Keypad:7 |Nome:GHS  |Tasto:A  |Secondi:12.82  |P.ti Domanda:-115.5  |P.ti Totali:34528
1/12/2021 8:47:53 PM|Quizzame|ROUND 4|Domanda 3 |ID:12347  |Corretta:E  |Keypad:6 |Nome:ETC  |Tasto:B  |Secondi:13.75  |P.ti Domanda:-139  |P.ti Totali:37157
1/12/2021 8:47:54 PM|Quizzame|ROUND 4|Domanda 3 |ID:12347  |Corretta:E  |Keypad:3 |Nome:Deadly Treadlies  |Tasto:C  |Secondi:14.09  |P.ti Domanda:-21  |P.ti Totali:29053
1/12/2021 8:47:55 PM|Quizzame|ROUND 4|Domanda 3 |ID:12347  |Corretta:E  |Keypad:4 |Nome:Captain Mat  |Tasto:B  |Secondi:15  |P.ti Domanda:0  |P.ti Totali:27341
1/12/2021 8:48:48 PM|Quizzame|ROUND 4|Domanda 4 |ID:6473  |Corretta:E  |Keypad:7 |Nome:GHS  |Tasto:A  |Secondi:4.55  |P.ti Domanda:-175  |P.ti Totali:34412
1/12/2021 8:48:50 PM|Quizzame|ROUND 4|Domanda 4| ID:6473  |Corretta:E  |Keypad:4 |Nome:Captain Mat  |Tasto:E  |Secondi:6.97  |P.ti Domanda:533  |P.ti Totali:27874
